vol_zscore,wick_ratio,pv_divergence,vol_per_move,rsi,vol_accel,spread_proxy
-0.07198859680053692,-0.4069343065694617,0.5848111275498895,26.132818430659015,1.0,0.48397563791589415,0.0010513940804401972
-0.427608021972463,0.05582524271856282,0.19649230219634106,27.921554004855107,1.0,0.31714555495530106,0.0007902886567682164
-0.20540483631222486,0.020361990950258813,0.17752729541503975,30.654764705881846,1.0,0.5007420414818853,0.0008475754452407915
-0.7919435747943894,0.6224268689056612,0.37098203082123293,18.448154929578337,1.0,-0.4054918220436876,0.0008855564590213846
1.1842870509086512,-0.5074372104363969,1.805473394391848,23.3184667154341,1.0,1.0782269222060479,0.0019622572896830547
0.8297422651874234,-0.23449060899254692,0.14633468258487092,46.45918155947715,1.0,0.5061321138358392,0.0008407503110345349
1.456277112216597,-0.32707478699904113,0.2895355012852361,16.626653518459815,1.0,2.0943714654173884,0.003028503194072248
0.8022290985874783,-0.3846933603649425,0.16725784835045543,22.213224784592484,1.0,-0.08340194220516628,0.0018837264367113327
-0.27298781733637356,0.9581703280167597,0.3663252678417006,16.6916036713815,1.0,-0.3205068403446226,0.0015877255389690134
-0.8235040280139931,-1.394578313253441,0.3033648298065439,116.36190361446803,1.0,-0.6334005410717981,0.00015865081815078657
0.1977694451254227,-1.2701149425287102,0.7972859141783404,44.34087100894039,1.0,-0.20781377695795777,0.0007484275136482809
0.5174051910219125,-1.0593358737069325,0.00726177896209157,38.1176864452858,1.0,0.2624299350312431,0.0008789591439503792
0.13230714363400048,-0.16387096774187437,0.12414181703338645,19.770926774193548,1.0,0.5864990643027082,0.001482434348482059
-0.7068515099148905,0.08911564625858803,0.29952739256266836,29.196705442175425,1.0,-0.38190503547606436,0.0007028149411763367
-1.3185851340281152,0.3494795836669222,0.3662876682603716,10.878335868695146,1.0,-0.611921835063999,0.0011949843188206472
-0.4391321548545902,0.9885764499120381,0.7426791626018127,41.617326889275716,1.0,-0.22727009077013416,0.0005444887499438296
-0.21220448099036773,-0.11663531308788633,0.10046958539826067,14.01004729911347,1.0,0.21464142457411262,0.0017798811722437614
-1.1128630740956356,0.3431558935361627,0.394105629862577,30.020840304181263,1.0,0.16220753428919732,0.0005031670347151982
-1.1970705892237632,-7.087719298250764,0.08136880903218302,508.76522807043517,1.0,-0.3876836820070254,2.7273666844011323e-05
-0.9681567058625529,-0.1195345557122478,0.17181696986124118,11.98318476727761,1.0,-0.3481026573895426,0.0013570812990273413
-1.104062881149731,0.2480243161095177,0.15933940362422394,17.361041337385252,1.0,-0.09571965913159686,0.0007869247078093895
-1.2068104526582748,0.04099999999998549,0.1625082609220857,11.958052499999999,1.0,-0.17529586079375248,0.0009568059520984667
-1.2680451323920408,0.29906542056055696,0.19790748698775296,179.2545794393011,1.0,-0.4356148801835388,5.11948740055735e-05
-1.0964817756982643,0.37431808644570874,0.16786322769559803,9.400939571967418,1.0,-0.21557101980737148,0.0011403136029891122
2.3699522982242973,-0.7187765505522536,4.404400490760644,34.30621551968154,1.0,4.065007324562257,0.001684879364832512
0.36828127657357607,0.0008904719501205971,0.48830038845469537,11.017640783615745,1.0,2.2254055736528846,0.0026766276303287805
0.9134573558935546,-3.666340508805603,0.18559573650141692,71.89973581212487,1.0,2.2800682997061164,0.00048611272963718793
-0.3722976684913202,0.04476960034940458,0.47597230587533434,8.368165319938692,1.0,-0.6836772950155457,0.0021835966540756993
0.12448301307180197,-0.22719033232617236,0.307074068764954,15.152129607249755,1.0,-0.1892941608594575,0.0015755962513186543
0.5190289367804888,-0.12262314717769995,0.21179162493594839,9.119898487797455,1.0,-0.17105969350393224,0.0031706697618556355
1.761517605749802,0.46767537826676653,0.5726801867764095,43.93335167354894,1.0,1.500628101868715,0.0010357748365127334
0.3562263120812436,0.18648701425501724,0.3908157920041264,11.364472563952548,1.0,0.1603857585432289,0.0024364227357587085
